Mstar (Msun),Age log(years),Age (Myr),Teff (K),log(L/Lsun),logg (g/cm^3),Rstar (Rsun)
0.072,6.416705,2.610387613,2909,-1.459,3.563,0.735
0.072,6.420626,2.634062042,2909,-1.46,3.564,0.734
0.072,6.431647,2.701761446,2909,-1.465,3.569,0.73
0.072,6.441664,2.764801777,2910,-1.469,3.573,0.726
0.072,6.4508,2.823579369,2910,-1.473,3.577,0.722
0.072,6.459157,2.878438799,2910,-1.477,3.582,0.719
0.072,6.46924,2.946049231,2911,-1.483,3.587,0.714
0.072,6.480382,3.022609201,2911,-1.489,3.594,0.709
0.072,6.490158,3.091419913,2912,-1.496,3.601,0.703
0.072,6.500397,3.165169703,2912,-1.503,3.608,0.697
0.072,6.509291,3.230658106,2913,-1.51,3.615,0.691
0.072,6.519466,3.307242193,2913,-1.519,3.625,0.684
0.072,6.529094,3.381380159,2914,-1.528,3.634,0.677
0.072,6.539668,3.464718859,2915,-1.539,3.646,0.667
0.072,6.548975,3.539769639,2915,-1.55,3.657,0.659
0.072,6.55928,3.624766204,2916,-1.563,3.671,0.648
0.072,6.569134,3.707951116,2917,-1.577,3.685,0.638
0.072,6.579196,3.79486211,2918,-1.591,3.7,0.627
0.072,6.589154,3.882880278,2919,-1.606,3.716,0.616
0.072,6.600088,3.981878462,2920,-1.622,3.732,0.605
0.072,6.609553,4.069611951,2921,-1.635,3.746,0.595
0.072,6.619198,4.161002723,2923,-1.648,3.76,0.585
0.072,6.629025,4.256229133,2924,-1.661,3.774,0.576
0.072,6.639043,4.355549964,2925,-1.675,3.788,0.567
0.072,6.649259,4.459221035,2926,-1.688,3.802,0.558
0.072,6.659682,4.567536221,2928,-1.701,3.815,0.549
0.072,6.67032,4.680799083,2929,-1.714,3.829,0.541
0.072,6.681181,4.799334278,2931,-1.726,3.843,0.532
0.072,6.692267,4.923421298,2933,-1.739,3.857,0.524
0.072,6.699786,5.009403328,2934,-1.748,3.866,0.518
0.072,6.711255,5.143455657,2936,-1.761,3.88,0.51
0.072,6.719031,5.236378126,2937,-1.769,3.889,0.504
0.072,6.730886,5.381285081,2939,-1.782,3.903,0.496
0.072,6.742968,5.533093384,2942,-1.794,3.917,0.488
0.072,6.751146,5.638271699,2943,-1.803,3.926,0.483
0.072,6.759418,5.746693042,2945,-1.811,3.936,0.478
0.072,6.771998,5.915589099,2947,-1.824,3.95,0.471
0.072,6.780494,6.032453737,2948,-1.832,3.959,0.465
0.072,6.789074,6.152817024,2950,-1.84,3.968,0.461
0.072,6.802093,6.340054629,2952,-1.853,3.982,0.453
0.072,6.810867,6.469444627,2954,-1.861,3.992,0.448
0.072,6.819716,6.602615392,2955,-1.87,4.001,0.444
0.072,6.833132,6.80976304,2956,-1.883,4.015,0.437
0.072,6.84218,6.953124408,2956,-1.893,4.024,0.432
0.072,6.851309,7.100828113,2956,-1.902,4.033,0.427
0.072,6.860521,7.253055489,2956,-1.911,4.042,0.423
0.072,6.869811,7.409877017,2956,-1.92,4.052,0.418
0.072,6.879184,7.571536146,2956,-1.929,4.061,0.414
0.072,6.893398,7.823444392,2956,-1.943,4.075,0.407
0.072,6.902973,7.99784531,2956,-1.952,4.084,0.403
0.072,6.912631,8.177696717,2956,-1.962,4.093,0.399
0.072,6.922365,8.363055906,2956,-1.971,4.102,0.395
0.072,6.932178,8.554172425,2956,-1.98,4.111,0.391
0.072,6.942071,8.751268324,2955,-1.989,4.12,0.387
0.072,6.952045,8.954575448,2955,-1.999,4.13,0.382
0.072,6.962104,9.164399227,2955,-2.008,4.139,0.378
0.072,6.972245,9.380910661,2955,-2.017,4.148,0.375
0.072,6.982473,9.604461058,2955,-2.026,4.157,0.371
0.072,6.992785,9.835240859,2955,-2.036,4.166,0.367
0.072,7.003185,10.07360691,2954,-2.045,4.175,0.363
0.072,7.013667,10.31969828,2954,-2.054,4.184,0.359
0.072,7.024231,10.57379777,2954,-2.063,4.194,0.355
0.072,7.029546,10.70399752,2954,-2.068,4.198,0.353
0.072,7.040222,10.9703883,2954,-2.077,4.207,0.35
0.072,7.050979,11.24550596,2954,-2.086,4.216,0.346
0.072,7.061803,11.52930159,2954,-2.096,4.226,0.342
0.072,7.072706,11.82240955,2953,-2.105,4.235,0.339
0.072,7.083678,12.12489538,2953,-2.114,4.244,0.335
0.072,7.089191,12.2797917,2953,-2.119,4.249,0.334
0.072,7.100267,12.59699625,2953,-2.128,4.258,0.33
0.072,7.11141,12.92438838,2953,-2.137,4.267,0.327
0.072,7.122612,13.26209089,2953,-2.146,4.276,0.323
0.072,7.133871,13.61040348,2953,-2.156,4.285,0.32
0.072,7.13952,13.7885945,2953,-2.16,4.29,0.318
0.072,7.150861,14.15340714,2953,-2.17,4.299,0.315
0.072,7.162257,14.5297118,2953,-2.179,4.308,0.311
0.072,7.173702,14.9177045,2952,-2.188,4.317,0.308
0.072,7.179446,15.11631732,2952,-2.193,4.322,0.307
0.072,7.190964,15.52258333,2952,-2.202,4.331,0.303
0.072,7.202537,15.94178692,2952,-2.211,4.34,0.3
0.072,7.21416,16.37419658,2952,-2.22,4.349,0.297
0.072,7.219988,16.59541052,2952,-2.225,4.354,0.295
0.072,7.231684,17.04841466,2951,-2.234,4.363,0.292
0.072,7.24343,17.5158009,2951,-2.243,4.372,0.289
0.072,7.249318,17.75489057,2951,-2.248,4.377,0.288
0.072,7.261134,18.24458546,2951,-2.257,4.386,0.285
0.072,7.272997,18.74981556,2950,-2.267,4.395,0.282
0.072,7.284909,19.27121071,2950,-2.276,4.404,0.279
0.072,7.290882,19.53808524,2950,-2.281,4.409,0.277
0.072,7.302861,20.08449887,2950,-2.29,4.418,0.275
0.072,7.314886,20.64838076,2949,-2.299,4.427,0.272
0.072,7.320912,20.93688174,2949,-2.304,4.431,0.27
0.072,7.332947,21.52519032,2948,-2.313,4.44,0.267
0.072,7.339006,21.82760068,2948,-2.318,4.445,0.266
0.072,7.35116,22.44708753,2948,-2.327,4.454,0.263
0.072,7.363358,23.08649483,2947,-2.337,4.463,0.261
0.072,7.369474,23.41391298,2947,-2.341,4.468,0.259
0.072,7.381736,24.08440935,2947,-2.351,4.477,0.257
0.072,7.394047,24.77690182,2946,-2.36,4.486,0.254
0.072,7.40022,25.13159197,2946,-2.365,4.49,0.253
0.072,7.412602,25.85842089,2945,-2.374,4.499,0.25
0.072,7.425037,26.60951752,2944,-2.384,4.508,0.247
0.072,7.431277,26.99460643,2943,-2.389,4.513,0.246
0.072,7.443806,27.78471843,2941,-2.399,4.522,0.243
0.072,7.450094,28.18993017,2940,-2.404,4.527,0.242
0.072,7.462714,29.02110871,2938,-2.414,4.536,0.24
0.072,7.469045,29.4472674,2938,-2.42,4.54,0.238
0.072,7.481752,30.32159202,2936,-2.43,4.549,0.236
0.072,7.49444,31.22051049,2934,-2.44,4.558,0.234
0.072,7.50084,31.68399966,2933,-2.445,4.563,0.232
0.072,7.513681,32.63480334,2931,-2.455,4.572,0.23
0.072,7.520119,33.12218664,2930,-2.46,4.576,0.229
0.072,7.533031,34.12172669,2928,-2.47,4.585,0.226
0.072,7.539505,34.6341872,2927,-2.475,4.59,0.225
0.072,7.552487,35.68510673,2925,-2.486,4.599,0.223
0.072,7.558995,36.2238828,2924,-2.491,4.603,0.222
0.072,7.572042,37.3286256,2922,-2.501,4.612,0.219
0.072,7.585131,38.47078073,2920,-2.511,4.621,0.217
0.072,7.591692,39.05638112,2918,-2.517,4.626,0.216
0.072,7.604848,40.25761109,2916,-2.527,4.635,0.214
0.072,7.611442,40.87351619,2915,-2.532,4.639,0.213
0.072,7.624661,42.13674655,2913,-2.542,4.648,0.211
0.072,7.631287,42.7845531,2911,-2.548,4.653,0.209
0.072,7.644576,44.11395542,2909,-2.558,4.662,0.207
0.072,7.651237,44.79576937,2908,-2.563,4.666,0.206
0.072,7.664596,46.19510941,2905,-2.574,4.675,0.204
0.072,7.671293,46.91297773,2904,-2.579,4.68,0.203
0.072,7.684726,48.38669956,2901,-2.59,4.688,0.201
0.072,7.691462,49.1430379,2899,-2.595,4.693,0.2
0.072,7.70497,50.69556878,2896,-2.606,4.702,0.198
0.072,7.711745,51.49262121,2895,-2.611,4.706,0.197
0.072,7.725336,53.12953318,2892,-2.622,4.715,0.195
0.072,7.732151,53.96982378,2890,-2.627,4.72,0.194
0.072,7.73898,54.82517164,2889,-2.633,4.724,0.193
0.072,7.75268,56.58222222,2886,-2.644,4.733,0.191
0.072,7.75955,57.48439964,2884,-2.649,4.738,0.19
0.072,7.773332,59.33787645,2881,-2.66,4.747,0.188
0.072,7.780243,60.28968295,2879,-2.665,4.751,0.187
0.072,7.794104,62.24493245,2876,-2.676,4.76,0.185
0.072,7.801053,63.24890337,2874,-2.682,4.764,0.184
0.072,7.814988,65.31125062,2871,-2.693,4.773,0.182
0.072,7.821771,66.33931763,2869,-2.698,4.778,0.181
0.072,7.833633,68.17623283,2866,-2.708,4.785,0.18
0.072,7.843789,69.78932534,2863,-2.716,4.792,0.178
0.072,7.852683,71.23328947,2861,-2.723,4.797,0.177
0.072,7.860603,72.54425082,2858,-2.729,4.802,0.176
0.072,7.871077,74.31508862,2855,-2.738,4.809,0.175
0.072,7.880249,75.90126254,2853,-2.745,4.815,0.174
0.072,7.890953,77.79523553,2850,-2.754,4.822,0.172
0.072,7.900325,79.49228849,2847,-2.761,4.827,0.171
0.072,7.91062,81.39917439,2844,-2.77,4.834,0.17
0.072,7.919698,83.11855797,2841,-2.777,4.84,0.169
0.072,7.929352,84.98690233,2838,-2.785,4.846,0.168
0.072,7.939291,86.95428733,2834,-2.793,4.852,0.167
0.072,7.949303,88.98217151,2831,-2.801,4.858,0.165
0.072,7.959243,91.04225372,2828,-2.81,4.864,0.164
0.072,7.969015,93.11400353,2824,-2.818,4.87,0.163
0.072,7.979376,95.36214255,2821,-2.826,4.877,0.162
0.072,7.989295,97.56521367,2817,-2.835,4.883,0.161
0.072,7.999436,99.87021849,2814,-2.843,4.889,0.16
0.072,8.009047,102.1049977,2810,-2.851,4.895,0.159
0.072,8.019204,104.5211068,2806,-2.86,4.901,0.157
0.072,8.029177,106.9490669,2803,-2.868,4.907,0.156
0.072,8.039319,109.4760199,2798,-2.877,4.913,0.155
0.072,8.049121,111.9749817,2794,-2.886,4.919,0.154
0.072,8.059219,114.609073,2789,-2.894,4.925,0.153
0.072,8.069146,117.2589497,2784,-2.903,4.931,0.152
0.072,8.079109,119.9800393,2780,-2.912,4.937,0.151
0.072,8.089011,122.7470321,2775,-2.921,4.943,0.15
0.072,8.098983,125.5980799,2771,-2.93,4.949,0.149
0.072,8.109099,128.5579682,2766,-2.939,4.954,0.148
0.072,8.119068,131.5430781,2761,-2.947,4.96,0.147
0.072,8.12899,134.5829365,2757,-2.956,4.966,0.146
0.072,8.139073,137.7440982,2752,-2.965,4.972,0.145
0.072,8.149062,140.9490003,2747,-2.974,4.978,0.144
0.072,8.159016,144.2168482,2742,-2.982,4.983,0.143
0.072,8.169069,147.594101,2737,-2.991,4.989,0.142
0.072,8.179026,151.0170561,2733,-3,4.995,0.141
0.072,8.189002,154.5261556,2728,-3.009,5,0.14
0.072,8.198998,158.1240757,2722,-3.018,5.006,0.139
0.072,8.209035,161.8210445,2717,-3.027,5.012,0.139
0.072,8.221839,166.6629252,2710,-3.039,5.019,0.137
0.072,8.230109,169.8669934,2705,-3.046,5.023,0.137
0.072,8.241746,174.4801396,2698,-3.057,5.03,0.136
0.072,8.249196,177.4990365,2694,-3.063,5.034,0.135
0.072,8.264334,183.7951301,2686,-3.077,5.042,0.134
0.072,8.271928,187.0372033,2682,-3.084,5.046,0.133
0.072,8.279541,190.3447926,2677,-3.091,5.05,0.133
0.072,8.294817,197.1591785,2668,-3.105,5.058,0.131
0.072,8.302487,200.6721021,2664,-3.112,5.062,0.131
0.072,8.310185,204.2607866,2660,-3.119,5.067,0.13
0.072,8.325639,211.6601015,2651,-3.133,5.075,0.129
0.072,8.333407,215.4800164,2646,-3.14,5.079,0.128
0.072,8.341209,219.3860455,2641,-3.147,5.083,0.128
0.072,8.349035,223.3752235,2637,-3.154,5.087,0.127
0.072,8.364776,231.6199695,2627,-3.168,5.095,0.126
0.072,8.372702,235.8859099,2623,-3.175,5.099,0.125
0.072,8.380658,240.2470148,2618,-3.183,5.103,0.125
0.072,8.396684,249.2780278,2608,-3.197,5.111,0.124
0.072,8.404757,253.9551357,2603,-3.204,5.115,0.123
0.072,8.412867,258.7420412,2598,-3.212,5.119,0.122
0.072,8.421024,263.6477079,2592,-3.22,5.123,0.122
0.072,8.42923,268.6766966,2587,-3.228,5.127,0.121
0.072,8.4458,279.1258123,2575,-3.243,5.135,0.12
0.072,8.454166,284.5548551,2570,-3.251,5.139,0.12
0.072,8.462579,290.1208893,2564,-3.259,5.143,0.119
0.072,8.471032,295.8230429,2558,-3.267,5.147,0.119
0.072,8.479525,301.6650521,2552,-3.276,5.151,0.118
0.072,8.496667,313.8101598,2539,-3.292,5.159,0.117
0.072,8.505316,320.1223527,2533,-3.3,5.163,0.116
0.072,8.514024,326.6058806,2527,-3.309,5.167,0.116
0.072,8.522779,333.2567848,2520,-3.317,5.171,0.115
0.072,8.531585,340.0830603,2513,-3.326,5.175,0.115
0.072,8.540443,347.0907182,2507,-3.334,5.179,0.114
0.072,8.549356,354.2876389,2500,-3.343,5.183,0.114
0.072,8.567358,369.2818816,2486,-3.361,5.191,0.113
0.072,8.576457,377.100406,2479,-3.369,5.195,0.112
0.072,8.585623,385.1438789,2472,-3.378,5.199,0.112
0.072,8.594861,393.4241362,2464,-3.388,5.203,0.111
0.072,8.604172,401.9499695,2457,-3.397,5.207,0.111
0.072,8.61356,410.7333809,2450,-3.406,5.211,0.11
0.072,8.623027,419.7850811,2442,-3.415,5.215,0.11
0.072,8.632575,429.1162886,2434,-3.424,5.219,0.109
0.072,8.642207,438.7397667,2427,-3.434,5.223,0.109
0.072,8.651925,448.667901,2419,-3.443,5.226,0.108
0.072,8.66173,458.9126191,2411,-3.453,5.23,0.108
0.072,8.67163,469.4939498,2403,-3.462,5.234,0.107
0.072,8.681627,480.42655,2395,-3.472,5.238,0.107
0.072,8.691721,491.7235405,2386,-3.482,5.242,0.106
0.072,8.701919,503.40671,2378,-3.492,5.246,0.106
0.072,8.712223,515.4932703,2370,-3.502,5.249,0.105
0.072,8.722629,527.9940154,2361,-3.512,5.253,0.105
0.072,8.733123,540.907496,2353,-3.522,5.257,0.104
0.072,8.743691,554.2312378,2344,-3.532,5.261,0.104
0.072,8.754329,567.974712,2336,-3.542,5.264,0.104
0.072,8.765038,582.154153,2327,-3.552,5.268,0.103
0.072,8.775821,596.7892616,2318,-3.562,5.272,0.103
0.072,8.786682,611.9021794,2310,-3.573,5.275,0.102
0.072,8.797617,627.5047245,2301,-3.583,5.279,0.102
0.072,8.80863,643.620695,2292,-3.593,5.283,0.101
0.072,8.819701,660.238735,2284,-3.603,5.286,0.101
0.072,8.830848,677.4043794,2275,-3.613,5.29,0.101
0.072,8.842075,695.1443544,2266,-3.624,5.293,0.1
0.072,8.853384,713.4836083,2257,-3.634,5.297,0.1
0.072,8.864777,732.4483416,2248,-3.644,5.3,0.099
0.072,8.876246,752.0487608,2239,-3.654,5.303,0.099
0.072,8.887796,772.3177211,2230,-3.665,5.307,0.099
0.072,8.899428,793.2827306,2221,-3.675,5.31,0.098
0.072,8.911131,814.9500674,2212,-3.685,5.313,0.098
0.072,8.922911,837.3576648,2203,-3.696,5.317,0.098
0.072,8.934767,860.5319509,2191,-3.708,5.32,0.097
0.072,8.946792,884.6917961,2178,-3.722,5.323,0.097
0.072,8.959054,910.0264179,2164,-3.736,5.326,0.096
0.072,8.971577,936.6492722,2150,-3.75,5.329,0.096
0.072,8.984368,964.6460715,2137,-3.765,5.332,0.096
0.072,8.997437,994.1158542,2123,-3.779,5.335,0.095
0.072,9.010804,1025.189147,2109,-3.793,5.338,0.095
0.072,9.024026,1056.88078,2097,-3.806,5.341,0.095
0.072,9.036852,1088.559068,2088,-3.816,5.343,0.095
0.072,9.049315,1120.250122,2079,-3.826,5.346,0.094
0.072,9.06143,1151.940374,2071,-3.835,5.348,0.094
0.072,9.073216,1183.630098,2063,-3.844,5.351,0.094
0.072,9.084691,1215.320994,2056,-3.852,5.353,0.094
0.072,9.095866,1246.998698,2048,-3.861,5.355,0.093
0.072,9.106765,1278.689209,2041,-3.869,5.357,0.093
0.072,9.117397,1310.379228,2034,-3.877,5.359,0.093
0.072,9.127775,1342.069479,2028,-3.884,5.361,0.093
0.072,9.137911,1373.760421,2021,-3.892,5.363,0.093
0.072,9.147812,1405.438998,2015,-3.899,5.364,0.092
0.072,9.157496,1437.129817,2009,-3.905,5.366,0.092
0.072,9.166969,1468.821429,2003,-3.912,5.367,0.092
0.072,9.176239,1500.510366,1975,-3.938,5.369,0.092
0.072,9.185315,1532.198384,1929,-3.98,5.37,0.092
0.072,9.194206,1563.88927,1897,-4.009,5.37,0.092
0.072,9.202916,1595.570507,1886,-4.021,5.371,0.092
0.072,9.211457,1627.260191,1875,-4.031,5.372,0.092
0.072,9.219833,1658.948866,1866,-4.04,5.372,0.091
0.072,9.228051,1690.639455,1857,-4.048,5.373,0.091
0.072,9.236116,1722.328547,1850,-4.056,5.373,0.091
0.072,9.244032,1754.009737,1843,-4.062,5.373,0.091
0.072,9.251808,1785.69795,1837,-4.068,5.374,0.091
0.072,9.259448,1817.389439,1832,-4.073,5.374,0.091
0.072,9.266956,1849.081272,1828,-4.078,5.374,0.091
0.072,9.274336,1880.771348,1823,-4.082,5.374,0.091
0.072,9.28159,1912.449606,1820,-4.086,5.375,0.091
0.072,9.288728,1944.142078,1816,-4.089,5.375,0.091
0.072,9.29575,1975.831932,1814,-4.092,5.375,0.091
0.072,9.30266,2007.520552,1811,-4.095,5.375,0.091
0.072,9.309462,2039.210225,1809,-4.097,5.375,0.091
0.072,9.316157,2070.889852,1806,-4.099,5.375,0.091
0.072,9.322753,2102.58228,1805,-4.101,5.375,0.091
0.072,9.329249,2134.268232,1803,-4.103,5.375,0.091
0.072,9.33565,2165.957845,1801,-4.104,5.376,0.091
0.072,9.341959,2197.652391,1800,-4.106,5.376,0.091
0.072,9.354304,2261.017897,1799,-4.107,5.376,0.091
0.072,9.360349,2292.709339,1799,-4.107,5.376,0.091
0.072,9.372192,2356.090673,1798,-4.108,5.376,0.091
0.072,9.383718,2419.457513,1798,-4.109,5.376,0.091
0.072,9.38937,2451.150626,1797,-4.109,5.376,0.091
0.072,9.400457,2514.531034,1797,-4.11,5.376,0.091
0.072,9.411266,2577.899605,1796,-4.11,5.376,0.091
0.072,9.421814,2641.277307,1796,-4.111,5.376,0.091
0.072,9.432113,2704.662004,1795,-4.111,5.376,0.091
0.072,9.442171,2768.031321,1795,-4.112,5.377,0.091
0.072,9.452003,2831.411554,1794,-4.112,5.377,0.091
0.072,9.461617,2894.789575,1794,-4.113,5.377,0.091
0.072,9.471022,2958.162314,1794,-4.113,5.377,0.091
0.072,9.480228,3021.537579,1793,-4.113,5.377,0.091
0.072,9.489242,3084.90646,1793,-4.114,5.377,0.091
0.072,9.502424,3179.977155,1793,-4.114,5.377,0.091
0.072,9.510994,3243.351365,1792,-4.115,5.377,0.091
0.072,9.519399,3306.732014,1792,-4.115,5.377,0.091
0.072,9.531708,3401.793915,1792,-4.115,5.377,0.091
0.072,9.539725,3465.173624,1792,-4.115,5.377,0.091
0.072,9.551478,3560.229546,1791,-4.116,5.377,0.091
0.072,9.559141,3623.60625,1791,-4.116,5.377,0.091
0.072,9.570389,3718.681644,1791,-4.116,5.377,0.091
0.072,9.581351,3813.739281,1791,-4.116,5.377,0.091
0.072,9.592043,3908.795953,1791,-4.117,5.377,0.091
0.072,9.599029,3972.180728,1790,-4.117,5.377,0.091
0.072,9.6093,4067.241873,1790,-4.117,5.377,0.091
0.072,9.619334,4162.305952,1790,-4.117,5.377,0.091
0.072,9.629141,4257.366123,1790,-4.117,5.377,0.091
0.072,9.641883,4384.125724,1790,-4.117,5.377,0.091
0.072,9.651199,4479.184999,1790,-4.118,5.377,0.091
0.072,9.66032,4574.251087,1790,-4.118,5.377,0.091
0.072,9.669254,4669.32389,1790,-4.118,5.377,0.091
0.072,9.680886,4796.075377,1790,-4.118,5.377,0.091
0.072,9.689409,4891.12768,1790,-4.118,5.378,0.091
0.072,9.700521,5017.888421,1790,-4.118,5.378,0.091
0.072,9.711355,5144.640117,1790,-4.118,5.378,0.091
0.072,9.719306,5239.694908,1789,-4.118,5.378,0.091
0.072,9.729688,5366.461278,1789,-4.118,5.378,0.091
0.072,9.739826,5493.207445,1789,-4.118,5.378,0.091
0.072,9.749733,5619.957095,1789,-4.118,5.378,0.091
0.072,9.759419,5746.706274,1789,-4.118,5.378,0.091
0.072,9.771231,5905.1509,1789,-4.118,5.378,0.091
0.072,9.780455,6031.912042,1789,-4.118,5.378,0.091
0.072,9.789486,6158.656756,1789,-4.118,5.378,0.091
0.072,9.800518,6317.103609,1789,-4.118,5.378,0.091
0.072,9.809145,6443.843733,1789,-4.118,5.378,0.091
0.072,9.819695,6602.296135,1789,-4.118,5.378,0.091
0.072,9.829994,6760.73635,1789,-4.118,5.378,0.091
0.072,9.840054,6919.169982,1789,-4.118,5.378,0.091
0.072,9.849887,7077.616064,1789,-4.118,5.378,0.091
0.072,9.859502,7236.057346,1789,-4.118,5.378,0.091
0.072,9.870765,7426.171934,1789,-4.118,5.378,0.091
0.072,9.879934,7584.623023,1789,-4.118,5.378,0.091
0.072,9.890686,7774.742248,1789,-4.118,5.378,0.091
0.072,9.899448,7933.192635,1789,-4.118,5.378,0.091
0.072,9.909734,8123.3282,1789,-4.118,5.378,0.091
0.072,9.919781,8313.444465,1789,-4.118,5.378,0.091
0.072,9.929602,8503.58388,1789,-4.118,5.378,0.091
0.072,9.939205,8693.707015,1790,-4.118,5.378,0.091
0.072,9.950147,8915.526598,1790,-4.118,5.378,0.091
0.072,9.959311,9105.650985,1790,-4.118,5.378,0.091
0.072,9.969764,9327.472988,1790,-4.118,5.378,0.091
0.072,9.979971,9549.288186,1790,-4.118,5.378,0.091
0.072,9.989943,9771.089696,1790,-4.118,5.378,0.091
0.072,9.999692,9992.910552,1790,-4.118,5.378,0.091
0.075,5.694352,0.494711493,2835,-1.261,3.338,0.972
0.075,5.702628,0.504229209,2836,-1.265,3.342,0.966
0.075,5.710924,0.513953704,2838,-1.269,3.347,0.961
0.075,5.719243,0.523893488,2839,-1.273,3.352,0.956
0.075,5.735973,0.544468802,2842,-1.28,3.361,0.945
0.075,5.744396,0.555131664,2844,-1.284,3.366,0.94
0.075,5.752866,0.566064605,2846,-1.288,3.371,0.935
0.075,5.761389,0.577283308,2847,-1.291,3.376,0.93
0.075,5.769974,0.588808404,2849,-1.295,3.38,0.925
0.075,5.787366,0.612866665,2853,-1.302,3.39,0.915
0.075,5.796197,0.625456341,2855,-1.306,3.394,0.91
0.075,5.805133,0.63845898,2857,-1.309,3.399,0.905
0.075,5.814192,0.65191654,2859,-1.313,3.404,0.9
0.075,5.823386,0.665864712,2861,-1.316,3.408,0.896
0.075,5.832741,0.68036349,2863,-1.319,3.413,0.891
0.075,5.842275,0.695464554,2865,-1.323,3.418,0.886
0.075,5.85202,0.711246267,2867,-1.326,3.422,0.881
0.075,5.862007,0.727791535,2870,-1.329,3.427,0.877
0.075,5.872273,0.745200264,2872,-1.332,3.431,0.872
0.075,5.88286,0.763589592,2874,-1.335,3.436,0.868
0.075,5.893824,0.783112218,2877,-1.339,3.44,0.863
0.075,5.905236,0.803962885,2879,-1.342,3.445,0.859
0.075,5.917052,0.826136861,2882,-1.344,3.449,0.854
0.075,5.92869,0.848574545,2884,-1.347,3.454,0.85
0.075,5.940147,0.871258444,2886,-1.35,3.457,0.847
0.075,5.951423,0.894175981,2888,-1.352,3.461,0.843
0.075,5.962514,0.917305505,2890,-1.354,3.464,0.84
0.075,5.973421,0.940634709,2892,-1.356,3.467,0.837
0.075,5.984144,0.964148656,2894,-1.358,3.47,0.834
0.075,5.994684,0.987834068,2896,-1.359,3.473,0.832
0.075,6.005043,1.011679617,2897,-1.361,3.475,0.829
0.075,6.015221,1.035669055,2899,-1.362,3.477,0.827
0.075,6.02522,1.059790446,2900,-1.363,3.479,0.825
0.075,6.035045,1.084039232,2901,-1.365,3.481,0.823
0.075,6.046554,1.113150793,2902,-1.366,3.483,0.822
0.075,6.059968,1.148069026,2904,-1.367,3.486,0.819
0.075,6.07554,1.189980925,2905,-1.369,3.488,0.817
0.075,6.093516,1.240269317,2906,-1.371,3.491,0.815
0.075,6.113546,1.298811125,2908,-1.373,3.493,0.812
0.075,6.131923,1.35494916,2909,-1.374,3.496,0.81
0.075,6.14892,1.409029222,2910,-1.376,3.498,0.808
0.075,6.164727,1.46125833,2912,-1.377,3.5,0.806
0.075,6.179497,1.511809256,2912,-1.379,3.502,0.804
0.075,6.19335,1.56080986,2912,-1.381,3.504,0.803
0.075,6.206383,1.608359024,2912,-1.382,3.505,0.801
0.075,6.218683,1.654561826,2912,-1.384,3.507,0.799
0.075,6.230314,1.699471947,2912,-1.386,3.509,0.798
0.075,6.241337,1.74315899,2913,-1.387,3.511,0.796
0.075,6.251799,1.785660945,2913,-1.389,3.512,0.795
0.075,6.261746,1.827031352,2913,-1.39,3.514,0.793
0.075,6.271214,1.867299582,2913,-1.392,3.516,0.791
0.075,6.280241,1.906518395,2913,-1.394,3.517,0.79
0.075,6.288855,1.944710683,2913,-1.395,3.519,0.788
0.075,6.297086,1.981919451,2913,-1.397,3.521,0.787
0.075,6.304956,2.018161886,2914,-1.398,3.522,0.785
0.075,6.31249,2.053477743,2914,-1.4,3.524,0.784
0.075,6.319708,2.087891855,2914,-1.401,3.526,0.783
0.075,6.326629,2.121431436,2914,-1.403,3.527,0.781
0.075,6.333272,2.154130451,2914,-1.404,3.529,0.78
0.075,6.339648,2.18598914,2914,-1.406,3.53,0.778
0.075,6.345777,2.21705772,2914,-1.408,3.532,0.777
0.075,6.351673,2.247361828,2914,-1.409,3.534,0.775
0.075,6.357342,2.276889739,2915,-1.411,3.535,0.774
0.075,6.362803,2.305701064,2915,-1.412,3.537,0.772
0.075,6.368064,2.333801959,2915,-1.414,3.538,0.771
0.075,6.373133,2.361201226,2915,-1.415,3.54,0.77
0.075,6.378023,2.387937743,2915,-1.417,3.542,0.768
0.075,6.382741,2.414020757,2915,-1.418,3.543,0.767
0.075,6.387295,2.439467295,2915,-1.419,3.545,0.766
0.075,6.391695,2.464308074,2915,-1.421,3.546,0.764
0.075,6.395946,2.488547874,2916,-1.422,3.548,0.763
0.075,6.400054,2.512198778,2916,-1.424,3.549,0.762
0.075,6.411596,2.579859175,2916,-1.428,3.554,0.758
